wd:Q57660343	wd:Q622425
wd:Q14825551	wd:Q57624
wd:Q48773471	wd:Q11356864
wd:Q234460	wd:Q1359501
wd:Q115173028	wd:Q2014830
wd:Q48498	wd:Q1190781
wd:Q2632308	wd:Q572621
wd:Q5446565	wd:Q15909505
wd:Q1478437	wd:Q15991303
wd:Q7620434	wd:Q3374808
wd:Q811979	wd:Q2153495
wd:Q200023	wd:Q357380
wd:Q2424752	wd:Q1365365
wd:Q486972	wd:Q28203007
wd:Q1323191	wd:Q3744886
wd:Q2616170	wd:Q63354623
wd:Q187931	wd:Q516766
wd:Q811430	wd:Q2724542
wd:Q36524	wd:Q2976602
wd:Q49848	wd:Q422321
wd:Q123705	wd:Q17278559
wd:Q186081	wd:Q1260524
wd:Q101965	wd:Q3348407
wd:Q10480682	wd:Q96316262
wd:Q28933155	wd:Q498267
wd:Q210980	wd:Q16465919
wd:Q157031	wd:Q8207109
wd:Q1190554	wd:Q1194369
wd:Q864503	wd:Q52899051
wd:Q111436941	wd:Q111436955
wd:Q811979	wd:Q13581294
wd:Q1747184	wd:Q142824
wd:Q14467526	wd:Q16402907
wd:Q6023295	wd:Q1541002
wd:Q253019	wd:Q4632675
wd:Q1142930	wd:Q181309
wd:Q9149093	wd:Q3951423
wd:Q39911916	wd:Q13964
wd:Q289472	wd:Q864347
wd:Q335201	wd:Q23664
wd:Q152095	wd:Q25043590
wd:Q1079023	wd:Q7076192
wd:Q50401980	wd:Q128418
wd:Q19953632	wd:Q7096347
wd:Q1071027	wd:Q877834
wd:Q26401003	wd:Q110436128
wd:Q1150710	wd:Q788553
wd:Q1371954	wd:Q88485117
wd:Q15989253	wd:Q106635272
wd:Q7305975	wd:Q2520735
wd:Q99669088	wd:Q94556396
wd:Q26132862	wd:Q1123217
wd:Q3327870	wd:Q7900180
wd:Q1530022	wd:Q111988611
wd:Q16631188	wd:Q1505781
wd:Q21075690	wd:Q7558983
wd:Q1299240	wd:Q663997
wd:Q107637253	wd:Q4923288
wd:Q65088916	wd:Q8069577
wd:Q70253141	wd:Q124466848
wd:Q49757	wd:Q45353837
wd:Q13218276	wd:Q5500203
wd:Q2798820	wd:Q110782826
wd:Q2659904	wd:Q7603194
wd:Q1190554	wd:Q2999003
wd:Q2432249	wd:Q26262878
wd:Q105731	wd:Q2463979
wd:Q759524	wd:Q19944802
wd:Q2164355	wd:Q1748406
wd:Q10875128	wd:Q98658352
wd:Q2202509	wd:Q213468
wd:Q1180158	wd:Q4764998
wd:Q65088916	wd:Q3545649
wd:Q7187	wd:Q767511
wd:Q61996437	wd:Q48298065
wd:Q17292	wd:Q2961365
wd:Q1183543	wd:Q1142912
wd:Q833938	wd:Q1326966
wd:Q2334719	wd:Q1124012
wd:Q12819564	wd:Q62447
wd:Q1301433	wd:Q181388
wd:Q51041800	wd:Q1431554
wd:Q358	wd:Q11883461
wd:Q110248053	wd:Q8429337
wd:Q1900657	wd:Q55414535
wd:Q1570182	wd:Q346621
wd:Q17457753	wd:Q17366755
wd:Q2032263	wd:Q11546990
wd:Q4817	wd:Q388610
wd:Q1751712	wd:Q1423940
wd:Q985394	wd:Q868410
wd:Q2393314	wd:Q12765911
wd:Q110224119	wd:Q20071150
wd:Q20826540	wd:Q6673651
wd:Q1551626	wd:Q520895
wd:Q13099631	wd:Q572024
wd:Q10370560	wd:Q806283
wd:Q175185	wd:Q336172
wd:Q1914636	wd:Q123819225
wd:Q811430	wd:Q44782
wd:Q2516852	wd:Q5152879
wd:Q36205316	wd:Q906278
wd:Q213441	wd:Q16556730
wd:Q212238	wd:Q804241
wd:Q39546	wd:Q88717080
wd:Q20650761	wd:Q112866440
wd:Q60797	wd:Q108070213
wd:Q228332	wd:Q120630868
wd:Q3337312	wd:Q63437447
wd:Q13426235	wd:Q840224
wd:Q769917	wd:Q2122886
wd:Q44342	wd:Q13125404
wd:Q2737906	wd:Q109357238
wd:Q112224298	wd:Q185217
wd:Q1914636	wd:Q6500754
wd:Q20926517	wd:Q109606115
wd:Q1362225	wd:Q17455727
wd:Q16686448	wd:Q618779
wd:Q2741056	wd:Q5662058
wd:Q55637013	wd:Q331625
wd:Q11997597	wd:Q17279032
wd:Q7048977	wd:Q105943409
wd:Q63250353	wd:Q5135523
wd:Q1759167	wd:Q3482442
wd:Q215627	wd:Q1666223
wd:Q3276230	wd:Q2284298
wd:Q489357	wd:Q61786050
wd:Q1156831	wd:Q314862
wd:Q20828805	wd:Q11879837
wd:Q811430	wd:Q2131593
wd:Q63930359	wd:Q1090219
wd:Q860861	wd:Q104829843
wd:Q107289726	wd:Q494330
wd:Q4830453	wd:Q6500733
wd:Q2492313	wd:Q2551394
wd:Q48498	wd:Q597695
wd:Q108696	wd:Q4309761
wd:Q226008	wd:Q1047732
wd:Q1783121	wd:Q36133
wd:Q233003	wd:Q5322
wd:Q3249551	wd:Q23009442
wd:Q186081	wd:Q65308157
wd:Q9149093	wd:Q59917804
wd:Q1656682	wd:Q1668139
wd:Q9200127	wd:Q40131033
wd:Q221706	wd:Q1426108
wd:Q15253558	wd:Q41496390
wd:Q1194115	wd:Q97292781
wd:Q838948	wd:Q64376595
wd:Q486972	wd:Q15921247
wd:Q20897549	wd:Q108423628
wd:Q50231	wd:Q15911903
wd:Q58632302	wd:Q118160864
wd:Q811979	wd:Q18562917
wd:Q1283504	wd:Q110373693
wd:Q26270618	wd:Q21121588
wd:Q1818899	wd:Q55833688
wd:Q6815100	wd:Q1455927
wd:Q2431196	wd:Q125191
wd:Q8513	wd:Q81540907
wd:Q110315658	wd:Q3091020
wd:Q112209362	wd:Q112209355
wd:Q6664682	wd:Q1573561
wd:Q1278039	wd:Q4176366
wd:Q132364	wd:Q1025017
wd:Q1172284	wd:Q5071951
wd:Q402092	wd:Q1264852
wd:Q15319501	wd:Q1231865
wd:Q180958	wd:Q70013597
wd:Q56061	wd:Q1175512
wd:Q3578589	wd:Q110997998
wd:Q1758924	wd:Q1047080
wd:Q29025902	wd:Q519105
wd:Q270791	wd:Q12041652
wd:Q23002042	wd:Q118918125
wd:Q4057633	wd:Q3848936
wd:Q781413	wd:Q4531715
wd:Q1340510	wd:Q18691530
wd:Q5352191	wd:Q520895
wd:Q2571972	wd:Q2864346
wd:Q3305213	wd:Q1227165
wd:Q1048835	wd:Q89934
wd:Q5159627	wd:Q1754566
wd:Q192611	wd:Q269218
wd:Q1456832	wd:Q1184244
wd:Q1743327	wd:Q118832485
wd:Q1485500	wd:Q7889
wd:Q431603	wd:Q2358057
wd:Q839546	wd:Q1786258
wd:Q1198413	wd:Q21073100
wd:Q287	wd:Q2909080
wd:Q192611	wd:Q14942893
wd:Q23657281	wd:Q21647744
wd:Q713200	wd:Q16023925
wd:Q811979	wd:Q505174
wd:Q1298356	wd:Q185363
wd:Q25536240	wd:Q107471043
wd:Q18674739	wd:Q23764314
wd:Q7311382	wd:Q160598
wd:Q77115	wd:Q1103285
wd:Q329455	wd:Q16586086
wd:Q15989253	wd:Q72385898
wd:Q1065579	wd:Q2139047
wd:Q811430	wd:Q37442
wd:Q63872603	wd:Q69523878
wd:Q327333	wd:Q495430
wd:Q123819225	wd:Q123751128
wd:Q489357	wd:Q918230
wd:Q3242583	wd:Q189977
wd:Q325358	wd:Q332496
wd:Q4927193	wd:Q3115453
wd:Q379693	wd:Q326259
wd:Q123705	wd:Q1994450
wd:Q1406331	wd:Q2974115
wd:Q11875349	wd:Q1969859
wd:Q701632	wd:Q4414033
wd:Q309100	wd:Q18419461
wd:Q1310239	wd:Q111398534
wd:Q18247357	wd:Q131596
wd:Q1200750	wd:Q246593
wd:Q39546	wd:Q12335479
wd:Q19899465	wd:Q57644089
wd:Q11486702	wd:Q26224000
wd:Q4469127	wd:Q10729326
wd:Q2085518	wd:Q16655449
wd:Q11734477	wd:Q29014664
wd:Q117208748	wd:Q117209090
wd:Q23442	wd:Q28337
wd:Q19603939	wd:Q1140527
wd:Q36180	wd:Q12973006
wd:Q1349167	wd:Q10379228
wd:Q54050	wd:Q819511
wd:Q4835091	wd:Q107425
wd:Q1784021	wd:Q1667023
wd:Q47368853	wd:Q117668550
wd:Q15324	wd:Q740326
wd:Q735035	wd:Q1969859
wd:Q1082897	wd:Q21804535
wd:Q16970	wd:Q1639354
wd:Q35798	wd:Q11424378
wd:Q1656682	wd:Q43100730
wd:Q18642164	wd:Q18648758
wd:Q170790	wd:Q15709480
wd:Q1540986	wd:Q1537376
wd:Q629206	wd:Q1029123
wd:Q11974939	wd:Q26701778
wd:Q1066689	wd:Q17249274
wd:Q17537576	wd:Q23529
wd:Q1114135	wd:Q783287
wd:Q23622	wd:Q697133
wd:Q80228	wd:Q13360095
wd:Q3269648	wd:Q6484048
wd:Q14757767	wd:Q15207523
wd:Q1056396	wd:Q275969
wd:Q381885	wd:Q1457501
wd:Q15893266	wd:Q5918768
wd:Q64122	wd:Q119830
wd:Q2001676	wd:Q1303061
wd:Q2385804	wd:Q5269258
wd:Q809690	wd:Q123991699
wd:Q2325350	wd:Q11824105
wd:Q838948	wd:Q79504355
wd:Q783794	wd:Q1548033
wd:Q3561331	wd:Q5662058
wd:Q1183543	wd:Q53060
wd:Q2989168	wd:Q18558062
wd:Q4393107	wd:Q108905501
wd:Q19978874	wd:Q201714
wd:Q170028	wd:Q424102
wd:Q41207	wd:Q15078648
wd:Q3186688	wd:Q180049
wd:Q4835091	wd:Q1431554
wd:Q692086	wd:Q282952
wd:Q20127274	wd:Q63368109
wd:Q6949149	wd:Q3465
wd:Q645858	wd:Q2453651
wd:Q11233438	wd:Q759117
wd:Q49848	wd:Q747810
wd:Q628858	wd:Q3088348
wd:Q728904	wd:Q1071482
wd:Q110304307	wd:Q133067
wd:Q2462658	wd:Q20008009
wd:Q18554850	wd:Q18553678
wd:Q36180	wd:Q61875042
wd:Q31855	wd:Q118918125
wd:Q55586013	wd:Q62710810
wd:Q5958765	wd:Q8084905
wd:Q40231	wd:Q139060
wd:Q386724	wd:Q362200
wd:Q352618	wd:Q1493772
wd:Q4830453	wd:Q27043907
wd:Q116763437	wd:Q2001756
wd:Q182659	wd:Q873000
wd:Q15416	wd:Q11664270
wd:Q153988	wd:Q1537820
wd:Q3249551	wd:Q2534289
wd:Q62447	wd:Q4930096
wd:Q1027098	wd:Q523
wd:Q478798	wd:Q861181
wd:Q26110856	wd:Q118832485
wd:Q713200	wd:Q106916097
wd:Q1668335	wd:Q2111778
wd:Q853614	wd:Q18585177
wd:Q14757767	wd:Q93664896
wd:Q84271380	wd:Q13424449
wd:Q182060	wd:Q7540126
wd:Q16902896	wd:Q2277026
wd:Q1368562	wd:Q1252133
wd:Q544972	wd:Q103959138
wd:Q986291	wd:Q5464057
wd:Q1553482	wd:Q5266746
wd:Q255274	wd:Q10636254
wd:Q1342628	wd:Q201424
wd:Q5159627	wd:Q1401891
wd:Q1497375	wd:Q39614
wd:Q50995749	wd:Q19587958
wd:Q149537	wd:Q25495138
wd:Q901882	wd:Q3783831
wd:Q193866	wd:Q852215
wd:Q18576582	wd:Q2926103
wd:Q10843872	wd:Q725252
wd:Q4516014	wd:Q13472752
wd:Q705914	wd:Q189867
wd:Q14524493	wd:Q2152833
wd:Q317623	wd:Q996023
wd:Q66382988	wd:Q1027825
wd:Q117769440	wd:Q86470233
wd:Q1365924	wd:Q655311
wd:Q4287745	wd:Q25112142
wd:Q2512740	wd:Q3391640
wd:Q32178211	wd:Q116453729
wd:Q1476215	wd:Q61048378
wd:Q23002039	wd:Q7899039
wd:Q11223329	wd:Q134566
wd:Q7574898	wd:Q138775
wd:Q111547222	wd:Q114065938
wd:Q65037298	wd:Q11585131
wd:Q15220419	wd:Q47054
wd:Q23009552	wd:Q187436
wd:Q618779	wd:Q355505
wd:Q482994	wd:Q1892995
wd:Q1944346	wd:Q6703812
wd:Q45701	wd:Q108532863
wd:Q1502030	wd:Q459798
wd:Q1286517	wd:Q48694540
wd:Q11426	wd:Q19596
wd:Q17379835	wd:Q52147067
wd:Q829080	wd:Q5183590
wd:Q752276	wd:Q195
wd:Q483373	wd:Q56292964
wd:Q55496607	wd:Q107175707
wd:Q43229	wd:Q1501049
wd:Q131669	wd:Q87993016
wd:Q3588250	wd:Q177716
wd:Q15642541	wd:Q642682
wd:Q15621286	wd:Q104699567
wd:Q7243147	wd:Q12504875
wd:Q133212	wd:Q12078
wd:Q102538	wd:Q240313
wd:Q124964	wd:Q1506690
wd:Q2736610	wd:Q2250943
wd:Q859482	wd:Q1990968
wd:Q18536342	wd:Q13388586
wd:Q213441	wd:Q69910702
wd:Q2659904	wd:Q30939735
wd:Q15980158	wd:Q88190618
wd:Q7889	wd:Q3257925
wd:Q335201	wd:Q25381735
wd:Q2916183	wd:Q1124012
wd:Q19314966	wd:Q106368691
wd:Q3776995	wd:Q838611
wd:Q726870	wd:Q101049500
wd:Q23928245	wd:Q767411
wd:Q702492	wd:Q317548
wd:Q968159	wd:Q3001152
wd:Q3412198	wd:Q15974764
wd:Q49084	wd:Q3306693
wd:Q35054	wd:Q2105978
wd:Q4689034	wd:Q6532502
wd:Q750458	wd:Q113643601
wd:Q118870638	wd:Q11352
wd:Q65088916	wd:Q854851
wd:Q12743	wd:Q1415899
wd:Q1497375	wd:Q1930418
wd:Q22698	wd:Q7138600
wd:Q1792450	wd:Q54862879
wd:Q11183017	wd:Q35012916
wd:Q15980158	wd:Q64934518
wd:Q7884879	wd:Q2605626
wd:Q35798	wd:Q28106049
wd:Q386724	wd:Q535741
wd:Q20730913	wd:Q27630
wd:Q21073024	wd:Q1408429
wd:Q234497	wd:Q7209526
wd:Q6498663	wd:Q3575878
wd:Q1191714	wd:Q54128
wd:Q33274034	wd:Q23710131
wd:Q1310239	wd:Q947546
wd:Q33274034	wd:Q1046083
wd:Q6927151	wd:Q1149963
wd:Q5322166	wd:Q935666
wd:Q124098638	wd:Q2029182
wd:Q17249274	wd:Q7302601
wd:Q123349687	wd:Q7692360
wd:Q6671777	wd:Q1307347
wd:Q3329375	wd:Q1149626
wd:Q6815100	wd:Q5433312
wd:Q178359	wd:Q275650
wd:Q1058733	wd:Q1424551
wd:Q1393765	wd:Q39463
wd:Q146768	wd:Q538556
wd:Q12769393	wd:Q112964616
wd:Q17378128	wd:Q23037330
wd:Q56061	wd:Q4996207
wd:Q751997	wd:Q506922
wd:Q41719	wd:Q19979500
wd:Q391414	wd:Q558591
wd:Q104998289	wd:Q111507949
wd:Q21255975	wd:Q155705
wd:Q4964182	wd:Q14565331
wd:Q214609	wd:Q735160
wd:Q16727193	wd:Q10333969
wd:Q483501	wd:Q16159168
wd:Q3575260	wd:Q46847
wd:Q18515478	wd:Q63101990
wd:Q163359	wd:Q48909258
wd:Q1395324	wd:Q5433334
wd:Q6975221	wd:Q27895414
wd:Q4536544	wd:Q524648
wd:Q29045252	wd:Q4249901
wd:Q182587	wd:Q115699467
wd:Q246672	wd:Q35459920
wd:Q811979	wd:Q15090615
wd:Q1502030	wd:Q884257
wd:Q335297	wd:Q5527082
wd:Q360341	wd:Q3065932
wd:Q10408306	wd:Q1898583
wd:Q28100830	wd:Q4902207
wd:Q3320743	wd:Q1326966
wd:Q7915726	wd:Q177923
wd:Q207822	wd:Q1520790
wd:Q173167	wd:Q6045390
wd:Q1914636	wd:Q309100
wd:Q188094	wd:Q20158113
wd:Q811430	wd:Q56055115
wd:Q15989253	wd:Q253019
wd:Q10480682	wd:Q7123027
wd:Q1371819	wd:Q64883416
wd:Q2835898	wd:Q26229050
wd:Q93204	wd:Q472637
wd:Q30131998	wd:Q3075052
wd:Q702492	wd:Q1344719
wd:Q214609	wd:Q113796
wd:Q15709879	wd:Q336144
wd:Q486972	wd:Q269528
wd:Q35798	wd:Q2097994
wd:Q4438121	wd:Q107099245
wd:Q112627928	wd:Q113455816
wd:Q4875779	wd:Q2286379
wd:Q98675349	wd:Q4294273
wd:Q122261772	wd:Q124785394
wd:Q175331	wd:Q7251589
wd:Q214609	wd:Q35197
wd:Q10358588	wd:Q117792720
wd:Q116186463	wd:Q483693
wd:Q4388799	wd:Q50380055
wd:Q852857	wd:Q3286043
wd:Q186081	wd:Q15238777
wd:Q12888920	wd:Q1331926
wd:Q63101642	wd:Q63101646
wd:Q56061	wd:Q97095925
wd:Q1454986	wd:Q28530079
wd:Q1271511	wd:Q681263
wd:Q11024	wd:Q358652
wd:Q5064153	wd:Q111608338
wd:Q1310239	wd:Q24097670
wd:Q186152	wd:Q3714476
wd:Q878249	wd:Q96636857
wd:Q28026639	wd:Q3677141
wd:Q186081	wd:Q2230033
wd:Q2569925	wd:Q14973
wd:Q12916	wd:Q673184
wd:Q2101564	wd:Q667334
wd:Q4835091	wd:Q92557462
wd:Q3914	wd:Q52017007
wd:Q11446	wd:Q201559
wd:Q201788	wd:Q52235283
wd:Q558106	wd:Q2367818
wd:Q27951514	wd:Q16534385
wd:Q23835475	wd:Q106674359
wd:Q3629395	wd:Q3051195
wd:Q317623	wd:Q184759
wd:Q13418253	wd:Q1731155
wd:Q22222786	wd:Q5691097
wd:Q763288	wd:Q11865123
wd:Q2996078	wd:Q104705174
wd:Q590870	wd:Q459290
wd:Q14752696	wd:Q1062780
wd:Q15893266	wd:Q3403564
wd:Q7275	wd:Q188800
wd:Q42889	wd:Q112613829
wd:Q110688445	wd:Q43436
wd:Q299191	wd:Q985834
wd:Q163740	wd:Q706636
wd:Q815738	wd:Q1506699
wd:Q49848	wd:Q317623
wd:Q196756	wd:Q2397155
wd:Q26256310	wd:Q98178108
wd:Q4164507	wd:Q17391654
wd:Q8513	wd:Q3133368
wd:Q1361055	wd:Q7307244
wd:Q12673554	wd:Q753069
wd:Q1107656	wd:Q25506120
wd:Q2795484	wd:Q101073445
wd:Q81895	wd:Q285386
wd:Q22759	wd:Q22702
wd:Q60660731	wd:Q120357169
wd:Q12769393	wd:Q7313594
wd:Q1183543	wd:Q349669
wd:Q1456832	wd:Q1067529
wd:Q2583685	wd:Q5953345
wd:Q47461344	wd:Q58898636
wd:Q107637253	wd:Q6807436
wd:Q14467526	wd:Q3476281
wd:Q27529879	wd:Q5975031
wd:Q244393	wd:Q471805
wd:Q4287745	wd:Q100234184
wd:Q19828539	wd:Q112188815
wd:Q14825551	wd:Q4206801
wd:Q18536342	wd:Q61974554
wd:Q1259759	wd:Q21664088
wd:Q24716636	wd:Q3408848
wd:Q15839134	wd:Q116196067
wd:Q14897293	wd:Q122922511
wd:Q57735705	wd:Q311396
wd:Q56061	wd:Q17152565
wd:Q728937	wd:Q1615677
wd:Q799000	wd:Q336533
wd:Q18805	wd:Q1662561
wd:Q11707	wd:Q3006973
wd:Q1630100	wd:Q16978134
wd:Q16831714	wd:Q757292
wd:Q615980	wd:Q50314139
wd:Q4830453	wd:Q132510
wd:Q1370860	wd:Q1253136
wd:Q655686	wd:Q1187691
wd:Q13226383	wd:Q47516435
wd:Q1614239	wd:Q1020767
wd:Q1190554	wd:Q797551
wd:Q1410110	wd:Q111148864
wd:Q3150005	wd:Q740464
wd:Q1065579	wd:Q4526862
wd:Q2095549	wd:Q123030
wd:Q16744570	wd:Q2713450
wd:Q645883	wd:Q188686
wd:Q281643	wd:Q12376778
wd:Q48963	wd:Q606777
wd:Q88778578	wd:Q30754717
wd:Q386724	wd:Q8513
wd:Q17486338	wd:Q111508720
wd:Q66260277	wd:Q112188815
wd:Q188889	wd:Q10926511
wd:Q1039099	wd:Q1479935
wd:Q286583	wd:Q2447975
wd:Q133235	wd:Q1362483
wd:Q118162105	wd:Q117812935
wd:Q271669	wd:Q3077423
wd:Q8513	wd:Q1394657
wd:Q857558	wd:Q305026
wd:Q1620908	wd:Q202156
wd:Q205663	wd:Q28754054
wd:Q895526	wd:Q1381335
wd:Q163740	wd:Q5419137
wd:Q1183543	wd:Q3054261
wd:Q1970725	wd:Q107539355
wd:Q839546	wd:Q7918429
wd:Q23905058	wd:Q14755051
wd:Q1970365	wd:Q26944989
wd:Q4674287	wd:Q2132119
wd:Q188193	wd:Q7881
wd:Q327333	wd:Q784271
wd:Q7321258	wd:Q2481400
wd:Q811430	wd:Q11875349
wd:Q193424	wd:Q117769440
wd:Q10354598	wd:Q36728566
wd:Q4388799	wd:Q29491395
wd:Q486972	wd:Q780454
wd:Q27096235	wd:Q5179216
wd:Q43483	wd:Q3410676
wd:Q43022214	wd:Q4620674
wd:Q2387515	wd:Q2453670
wd:Q1656682	wd:Q15051339
wd:Q30246160	wd:Q1300900
wd:Q337060	wd:Q44506
wd:Q1172284	wd:Q367680
wd:Q15303351	wd:Q37077
wd:Q4167410	wd:Q15407973
wd:Q33274034	wd:Q22813575
wd:Q178790	wd:Q1391517
wd:Q381160	wd:Q5719186
wd:Q49848	wd:Q320035
wd:Q2448108	wd:Q1907757
wd:Q2910675	wd:Q55082620
wd:Q23905052	wd:Q91199348
wd:Q233324	wd:Q837999
wd:Q76370260	wd:Q70180928
wd:Q935445	wd:Q17222820
wd:Q30241068	wd:Q126017
wd:Q115898316	wd:Q50846468
wd:Q15621286	wd:Q1864008
wd:Q122853586	wd:Q66310125
wd:Q216749	wd:Q142554
wd:Q29052015	wd:Q104127432
wd:Q590870	wd:Q941530
wd:Q1298356	wd:Q1164267
wd:Q1135449	wd:Q299232
wd:Q17005571	wd:Q65091535
wd:Q66295	wd:Q744762
wd:Q7824966	wd:Q1993385
wd:Q4830453	wd:Q30594545
wd:Q29017603	wd:Q189439
wd:Q65088916	wd:Q2892190
wd:Q1417728	wd:Q105939984
wd:Q254651	wd:Q12038843
wd:Q108259012	wd:Q1152364
wd:Q210583	wd:Q167884
wd:Q1231865	wd:Q1227193
wd:Q1879292	wd:Q954753
wd:Q3476515	wd:Q756079
wd:Q116037369	wd:Q124644814
wd:Q2919464	wd:Q24577249
wd:Q2730732	wd:Q1365155
wd:Q18593264	wd:Q1355866
wd:Q28928544	wd:Q107494071
wd:Q60739826	wd:Q23664
wd:Q1190554	wd:Q4071928
wd:Q27162500	wd:Q388209
wd:Q72071023	wd:Q121289358
wd:Q844619	wd:Q65156015
wd:Q56061	wd:Q66980180
wd:Q118162105	wd:Q24698392
wd:Q838566	wd:Q104817980
wd:Q20202696	wd:Q3276281
wd:Q1709010	wd:Q1078262
wd:Q1007870	wd:Q2104985
wd:Q716245	wd:Q851243
wd:Q3257930	wd:Q29032808
wd:Q391414	wd:Q18779123
wd:Q19603939	wd:Q5121687
wd:Q2500638	wd:Q112052329
wd:Q838948	wd:Q24856
wd:Q2369882	wd:Q88589803
wd:Q778612	wd:Q161358
wd:Q1194039	wd:Q351240
wd:Q49848	wd:Q1369862
wd:Q28367692	wd:Q12347612
wd:Q134556	wd:Q65091986
wd:Q4420972	wd:Q1480561
wd:Q122261772	wd:Q124726063
wd:Q3954104	wd:Q119398416
wd:Q3518184	wd:Q113747929
wd:Q65088916	wd:Q41169365
wd:Q1387388	wd:Q466470
wd:Q17442446	wd:Q97303167
wd:Q4936585	wd:Q392918
wd:Q1190554	wd:Q1262732
wd:Q18648758	wd:Q19828548
wd:Q1371819	wd:Q117467701
wd:Q1190554	wd:Q1156895
wd:Q864503	wd:Q864835
wd:Q6822327	wd:Q6822469
wd:Q864503	wd:Q14906342
wd:Q853614	wd:Q2516126
wd:Q49848	wd:Q905972
wd:Q483501	wd:Q2101433
wd:Q13136	wd:Q223638
wd:Q154038	wd:Q1058776
wd:Q841751	wd:Q10316203
wd:Q255274	wd:Q23081349
wd:Q27162500	wd:Q9655
wd:Q1447308	wd:Q652657
wd:Q19953632	wd:Q672490
wd:Q860861	wd:Q2554632
wd:Q1734662	wd:Q99339352
wd:Q8205328	wd:Q362200
wd:Q327055	wd:Q97309701
wd:Q21211206	wd:Q1666941
wd:Q22813352	wd:Q2073907
wd:Q10358588	wd:Q749150
wd:Q16735822	wd:Q1970365
wd:Q1914017	wd:Q30093123
wd:Q1580166	wd:Q20088085
wd:Q56061	wd:Q5312628
wd:Q869923	wd:Q1136948
wd:Q483501	wd:Q1899943
wd:Q1103285	wd:Q19688772
wd:Q1124183	wd:Q116143245
wd:Q22988604	wd:Q22989102
wd:Q20749395	wd:Q106017757
wd:Q2281788	wd:Q15060435
wd:Q4739805	wd:Q60793739
wd:Q7520906	wd:Q37555
wd:Q208281	wd:Q352074
wd:Q26513	wd:Q117463454
wd:Q1595639	wd:Q60731643
wd:Q837766	wd:Q124364380
wd:Q1426191	wd:Q942423
wd:Q4164871	wd:Q1404101
wd:Q4835091	wd:Q10594991
wd:Q2032198	wd:Q847535
wd:Q126017	wd:Q214519
wd:Q161928	wd:Q192130
wd:Q10549978	wd:Q119156419
wd:Q16735822	wd:Q118160864
wd:Q48204	wd:Q1656696
wd:Q20778343	wd:Q499165
wd:Q474161	wd:Q8658
wd:Q617792	wd:Q120319
wd:Q2983893	wd:Q748198
wd:Q1344569	wd:Q102381584
wd:Q1190554	wd:Q8016240
wd:Q40357	wd:Q9698181
wd:Q4164871	wd:Q932945
wd:Q32178211	wd:Q2088357
wd:Q662914	wd:Q3032126
wd:Q391414	wd:Q7114004
wd:Q23497974	wd:Q4232578
wd:Q3215290	wd:Q301869
wd:Q11681141	wd:Q524158
wd:Q486748	wd:Q1784753
wd:Q3644587	wd:Q101508301
wd:Q820655	wd:Q712733
wd:Q5067949	wd:Q18699055
wd:Q465453	wd:Q1572397
wd:Q628858	wd:Q1107656
wd:Q31464082	wd:Q13402900
wd:Q15991218	wd:Q11567170
wd:Q80228	wd:Q1396224
wd:Q11448906	wd:Q107494101
wd:Q3783831	wd:Q207766
wd:Q27968055	wd:Q40444998
wd:Q5509032	wd:Q5165350
wd:Q4406616	wd:Q64830866
wd:Q610237	wd:Q16860836
wd:Q200266	wd:Q1242123
wd:Q178648	wd:Q5505860
wd:Q4406616	wd:Q2075301
wd:Q122953309	wd:Q123015498
wd:Q2973938	wd:Q47454933
wd:Q19603939	wd:Q170463
wd:Q128207	wd:Q862203
wd:Q2374515	wd:Q56695738
wd:Q1190554	wd:Q56027914
wd:Q15989253	wd:Q39373172
wd:Q65088916	wd:Q1318274
wd:Q740437	wd:Q3926588
wd:Q4164871	wd:Q47529145
wd:Q133492	wd:Q915196
wd:Q23497974	wd:Q1433006
wd:Q4989906	wd:Q65954323
wd:Q47461344	wd:Q106152295
wd:Q7603708	wd:Q1077701
wd:Q1416636	wd:Q2143354
wd:Q987767	wd:Q28791169
wd:Q1002697	wd:Q5209394
wd:Q580112	wd:Q5260096
wd:Q68051354	wd:Q75135839
wd:Q312466	wd:Q193564
wd:Q63046176	wd:Q63049248
wd:Q65088916	wd:Q356049
wd:Q40763	wd:Q3757650
wd:Q203958	wd:Q2035809
wd:Q605117	wd:Q375580
wd:Q241317	wd:Q1340449
wd:Q108325	wd:Q210077
wd:Q13221722	wd:Q747074
wd:Q15221256	wd:Q15221304
wd:Q57050725	wd:Q182718
wd:Q294440	wd:Q11970279
wd:Q11563	wd:Q10858537
wd:Q1020621	wd:Q1430377
wd:Q8205328	wd:Q2383811
wd:Q54128	wd:Q472898
wd:Q4406616	wd:Q16459595
wd:Q11204	wd:Q19758733
wd:Q13221722	wd:Q12039044
wd:Q8205328	wd:Q1047579
wd:Q101063310	wd:Q778305
wd:Q1497364	wd:Q57208328
wd:Q1048236	wd:Q41349
wd:Q56052926	wd:Q2562744
wd:Q9621	wd:Q118680799
wd:Q15642541	wd:Q65153109
wd:Q1758690	wd:Q87995256
wd:Q13418847	wd:Q18564543
wd:Q187931	wd:Q165740
wd:Q623109	wd:Q721067
wd:Q483247	wd:Q126602
wd:Q56061	wd:Q6073798
wd:Q1914636	wd:Q379833
wd:Q122853586	wd:Q30090641
wd:Q19842071	wd:Q4131239
wd:Q112826975	wd:Q28472
wd:Q1714828	wd:Q28001428
wd:Q1190554	wd:Q21171241
wd:Q62383642	wd:Q112187894
